geoid_x,name,total_population,under_18_population,age_65_plus_population,asian_alone_population,black_alone_population,hispanic_or_latino_population,white_alone_population,median_household_income,households_total,households_no_vehicle,households_no_vehicle_pct,poverty_rate_pct,tract,block_group,pct_under_18,pct_65_plus,pct_hispanic,pct_asian,tract_geoid,geoid_y,food_biz_count,food_biz_per_1k,access_score,access_class,tract_lat,tract_lon
060855026041,Block Group 1; Census Tract 5026.04; Santa Clara County; California,1615,416,140,190,254,528,592,97717,0,0,,,502604,1,25.8,8.7,32.7,11.8,06085502604,06085502604,42,10.21,5,moderate,37.2838102,-121.9372335
060855026042,Block Group 2; Census Tract 5026.04; Santa Clara County; California,820,64,90,299,0,50,397,214028,0,0,,,502604,2,7.8,11.0,6.1,36.5,06085502604,06085502604,42,10.21,5,moderate,37.2838102,-121.9372335
060855026043,Block Group 3; Census Tract 5026.04; Santa Clara County; California,1677,194,240,229,0,340,989,108780,0,0,,,502604,3,11.6,14.3,20.3,13.7,06085502604,06085502604,42,10.21,5,moderate,37.2838102,-121.9372335
060855027011,Block Group 1; Census Tract 5027.01; Santa Clara County; California,1427,275,279,374,75,265,787,132895,0,0,,,502701,1,19.3,19.6,18.6,26.2,06085502701,06085502701,56,9.84,5,moderate,37.2711908,-121.9382471
060855027012,Block Group 2; Census Tract 5027.01; Santa Clara County; California,2654,956,143,860,30,519,966,132959,0,0,,,502701,2,36.0,5.4,19.6,32.4,06085502701,06085502701,56,9.84,5,moderate,37.2711908,-121.9382471
060855027013,Block Group 3; Census Tract 5027.01; Santa Clara County; California,1610,290,197,209,23,681,718,141523,0,0,,,502701,3,18.0,12.2,42.3,13.0,06085502701,06085502701,56,9.84,5,moderate,37.2711908,-121.9382471
060855027031,Block Group 1; Census Tract 5027.03; Santa Clara County; California,1249,298,301,437,12,336,453,221118,0,0,,,502703,1,23.9,24.1,26.9,35.0,06085502703,06085502703,14,3.26,6,underserved,37.261793,-121.945591
060855027032,Block Group 2; Census Tract 5027.03; Santa Clara County; California,1114,204,164,350,93,80,537,140404,0,0,,,502703,2,18.3,14.7,7.2,31.4,06085502703,06085502703,14,3.26,6,underserved,37.261793,-121.945591
060855027033,Block Group 3; Census Tract 5027.03; Santa Clara County; California,1933,479,178,719,42,197,753,145833,0,0,,,502703,3,24.8,9.2,10.2,37.2,06085502703,06085502703,14,3.26,6,underserved,37.261793,-121.945591
060855027041,Block Group 1; Census Tract 5027.04; Santa Clara County; California,1484,378,289,1026,42,125,243,95000,0,0,,,502704,1,25.5,19.5,8.4,69.1,06085502704,06085502704,12,2.81,5,moderate,37.2550203,-121.9400151
060855027042,Block Group 2; Census Tract 5027.04; Santa Clara County; California,1355,263,193,295,150,159,776,184643,0,0,,,502704,2,19.4,14.2,11.7,21.8,06085502704,06085502704,12,2.81,5,moderate,37.2550203,-121.9400151
060855027043,Block Group 3; Census Tract 5027.04; Santa Clara County; California,1426,378,265,672,14,44,578,250001,0,0,,,502704,3,26.5,18.6,3.1,47.1,06085502704,06085502704,12,2.81,5,moderate,37.2550203,-121.9400151
060855028001,Block Group 1; Census Tract 5028; Santa Clara County; California,1146,195,174,218,0,337,698,199188,0,0,,,502800,1,17.0,15.2,29.4,19.0,06085502800,06085502800,7,1.65,5,moderate,37.255728,-121.9230305
060855028002,Block Group 2; Census Tract 5028; Santa Clara County; California,1781,480,163,659,20,473,579,154375,0,0,,,502800,2,27.0,9.2,26.6,37.0,06085502800,06085502800,7,1.65,5,moderate,37.255728,-121.9230305
060855028003,Block Group 3; Census Tract 5028; Santa Clara County; California,1309,257,293,355,0,215,650,179375,0,0,,,502800,3,19.6,22.4,16.4,27.1,06085502800,06085502800,7,1.65,5,moderate,37.255728,-121.9230305
060855029011,Block Group 1; Census Tract 5029.01; Santa Clara County; California,2055,606,242,267,105,605,930,186702,0,0,,,502901,1,29.5,11.8,29.4,13.0,06085502901,06085502901,25,4.14,7,underserved,37.2713891,-121.9270197
060855029012,Block Group 2; Census Tract 5029.01; Santa Clara County; California,1252,272,142,346,1,196,738,195057,0,0,,,502901,2,21.7,11.3,15.7,27.6,06085502901,06085502901,25,4.14,7,underserved,37.2713891,-121.9270197
060855029013,Block Group 3; Census Tract 5029.01; Santa Clara County; California,858,144,131,156,0,160,509,211140,0,0,,,502901,3,16.8,15.3,18.6,18.2,06085502901,06085502901,25,4.14,7,underserved,37.2713891,-121.9270197
060855029014,Block Group 4; Census Tract 5029.01; Santa Clara County; California,1879,296,168,255,71,726,893,95194,0,0,,,502901,4,15.8,8.9,38.6,13.6,06085502901,06085502901,25,4.14,7,underserved,37.2713891,-121.9270197
060855029021,Block Group 1; Census Tract 5029.02; Santa Clara County; California,2976,1120,528,222,0,140,2450,221944,0,0,,,502902,1,37.6,17.7,4.7,7.5,06085502902,06085502902,25,2.76,4,moderate,37.273586,-121.9156579
060855029022,Block Group 2; Census Tract 5029.02; Santa Clara County; California,2574,578,194,830,0,376,1310,210938,0,0,,,502902,2,22.5,7.5,14.6,32.2,06085502902,06085502902,25,2.76,4,moderate,37.273586,-121.9156579
060855029023,Block Group 3; Census Tract 5029.02; Santa Clara County; California,3500,789,583,807,16,630,2120,183984,0,0,,,502902,3,22.5,16.7,18.0,23.1,06085502902,06085502902,25,2.76,4,moderate,37.273586,-121.9156579
060855029031,Block Group 1; Census Tract 5029.03; Santa Clara County; California,2145,545,391,292,0,246,1486,250001,0,0,,,502903,1,25.4,18.2,11.5,13.6,06085502903,06085502903,1,0.19,4,moderate,37.2779339,-121.9050522
060855029032,Block Group 2; Census Tract 5029.03; Santa Clara County; California,1642,405,237,587,10,197,743,247344,0,0,,,502903,2,24.7,14.4,12.0,35.7,06085502903,06085502903,1,0.19,4,moderate,37.2779339,-121.9050522
060855029033,Block Group 3; Census Tract 5029.03; Santa Clara County; California,1531,332,282,421,9,343,692,220500,0,0,,,502903,3,21.7,18.4,22.4,27.5,06085502903,06085502903,1,0.19,4,moderate,37.2779339,-121.9050522
060855029061,Block Group 1; Census Tract 5029.06; Santa Clara County; California,1369,339,99,222,11,392,608,110804,0,0,,,502906,1,24.8,7.2,28.6,16.2,06085502906,06085502906,10,1.99,7,underserved,37.2478128,-121.9014134
060855029062,Block Group 2; Census Tract 5029.06; Santa Clara County; California,1946,605,184,583,0,179,1136,202222,0,0,,,502906,2,31.1,9.5,9.2,30.0,06085502906,06085502906,10,1.99,7,underserved,37.2478128,-121.9014134
060855029063,Block Group 3; Census Tract 5029.06; Santa Clara County; California,1706,244,335,427,59,417,772,117813,0,0,,,502906,3,14.3,19.6,24.4,25.0,06085502906,06085502906,10,1.99,7,underserved,37.2478128,-121.9014134
060855029071,Block Group 1; Census Tract 5029.07; Santa Clara County; California,1618,323,216,349,69,203,966,203646,0,0,,,502907,1,20.0,13.3,12.5,21.6,06085502907,06085502907,12,3.14,2,well_served,37.2633246,-121.8972821
060855029072,Block Group 2; Census Tract 5029.07; Santa Clara County; California,2204,492,462,517,78,345,1031,226875,0,0,,,502907,2,22.3,21.0,15.7,23.5,06085502907,06085502907,12,3.14,2,well_served,37.2633246,-121.8972821
060855029081,Block Group 1; Census Tract 5029.08; Santa Clara County; California,2749,686,216,585,0,922,965,136378,0,0,,,502908,1,25.0,7.9,33.5,21.3,06085502908,06085502908,21,3.2,5,moderate,37.2593227,-121.9087021
060855029082,Block Group 2; Census Tract 5029.08; Santa Clara County; California,2175,531,367,949,0,146,915,177750,0,0,,,502908,2,24.4,16.9,6.7,43.6,06085502908,06085502908,21,3.2,5,moderate,37.2593227,-121.9087021
060855029083,Block Group 3; Census Tract 5029.08; Santa Clara County; California,1637,318,261,489,4,133,1024,250001,0,0,,,502908,3,19.4,15.9,8.1,29.9,06085502908,06085502908,21,3.2,5,moderate,37.2593227,-121.9087021
060855029091,Block Group 1; Census Tract 5029.09; Santa Clara County; California,1149,251,57,357,0,301,636,220333,0,0,,,502909,1,21.8,5.0,26.2,31.1,06085502909,06085502909,18,3.74,6,underserved,37.2565056,-121.8874578
060855029092,Block Group 2; Census Tract 5029.09; Santa Clara County; California,1042,335,232,73,0,138,884,140855,0,0,,,502909,2,32.1,22.3,13.2,7.0,06085502909,06085502909,18,3.74,6,underserved,37.2565056,-121.8874578
060855029093,Block Group 3; Census Tract 5029.09; Santa Clara County; California,1426,540,67,153,21,961,412,90938,0,0,,,502909,3,37.9,4.7,67.4,10.7,06085502909,06085502909,18,3.74,6,underserved,37.2565056,-121.8874578
060855029094,Block Group 4; Census Tract 5029.09; Santa Clara County; California,1195,42,343,127,58,463,500,90192,0,0,,,502909,4,3.5,28.7,38.7,10.6,06085502909,06085502909,18,3.74,6,underserved,37.2565056,-121.8874578
060855029101,Block Group 1; Census Tract 5029.10; Santa Clara County; California,860,279,103,294,3,167,414,121379,0,0,,,502910,1,32.4,12.0,19.4,34.2,06085502910,06085502910,43,11.36,8,underserved,37.2514817,-121.8840433
060855029102,Block Group 2; Census Tract 5029.10; Santa Clara County; California,962,147,130,25,0,335,569,187000,0,0,,,502910,2,15.3,13.5,34.8,2.6,06085502910,06085502910,43,11.36,8,underserved,37.2514817,-121.8840433
060855029103,Block Group 3; Census Tract 5029.10; Santa Clara County; California,835,299,24,35,0,622,119,162887,0,0,,,502910,3,35.8,2.9,74.5,4.2,06085502910,06085502910,43,11.36,8,underserved,37.2514817,-121.8840433
060855029104,Block Group 4; Census Tract 5029.10; Santa Clara County; California,1128,282,205,222,10,389,384,86303,0,0,,,502910,4,25.0,18.2,34.5,19.7,06085502910,06085502910,43,11.36,8,underserved,37.2514817,-121.8840433
060855030011,Block Group 1; Census Tract 5030.01; Santa Clara County; California,1240,258,396,126,0,165,860,141667,0,0,,,503001,1,20.8,31.9,13.3,10.2,06085503001,06085503001,8,1.81,4,moderate,37.2840433,-121.8919507
060855030012,Block Group 2; Census Tract 5030.01; Santa Clara County; California,937,188,191,97,0,108,767,150625,0,0,,,503001,2,20.1,20.4,11.5,10.4,06085503001,06085503001,8,1.81,4,moderate,37.2840433,-121.8919507
060855030013,Block Group 3; Census Tract 5030.01; Santa Clara County; California,2253,691,460,448,0,308,1472,149917,0,0,,,503001,3,30.7,20.4,13.7,19.9,06085503001,06085503001,8,1.81,4,moderate,37.2840433,-121.8919507
060855030021,Block Group 1; Census Tract 5030.02; Santa Clara County; California,1331,263,179,276,58,526,437,121970,0,0,,,503002,1,19.8,13.4,39.5,20.7,06085503002,06085503002,18,4.95,7,underserved,37.276823,-121.8872996
060855030022,Block Group 2; Census Tract 5030.02; Santa Clara County; California,2304,400,761,321,6,453,1305,172794,0,0,,,503002,2,17.4,33.0,19.7,13.9,06085503002,06085503002,18,4.95,7,underserved,37.276823,-121.8872996
060855030031,Block Group 1; Census Tract 5030.03; Santa Clara County; California,1672,413,275,438,0,218,898,189844,0,0,,,503003,1,24.7,16.4,13.0,26.2,06085503003,06085503003,7,1.39,5,moderate,37.2674809,-121.8850395
060855030032,Block Group 2; Census Tract 5030.03; Santa Clara County; California,1905,368,208,513,0,460,1154,162083,0,0,,,503003,2,19.3,10.9,24.1,26.9,06085503003,06085503003,7,1.39,5,moderate,37.2674809,-121.8850395
060855030033,Block Group 3; Census Tract 5030.03; Santa Clara County; California,1450,244,165,498,4,231,639,250001,0,0,,,503003,3,16.8,11.4,15.9,34.3,06085503003,06085503003,7,1.39,5,moderate,37.2674809,-121.8850395
060855031051,Block Group 1; Census Tract 5031.05; Santa Clara County; California,2012,383,391,1249,1,531,309,61838,0,0,,,503105,1,19.0,19.4,26.4,62.1,06085503105,06085503105,95,47.22,9,highly_underserved,37.3261978,-121.8587581
060855031101,Block Group 1; Census Tract 5031.10; Santa Clara County; California,1488,489,64,255,21,1077,47,82102,0,0,,,503110,1,32.9,4.3,72.4,17.1,06085503110,06085503110,12,3.32,9,highly_underserved,37.3330764,-121.8498294
060855031102,Block Group 2; Census Tract 5031.10; Santa Clara County; California,983,312,46,377,0,577,64,58125,0,0,,,503110,2,31.7,4.7,58.7,38.4,06085503110,06085503110,12,3.32,9,highly_underserved,37.3330764,-121.8498294
060855031103,Block Group 3; Census Tract 5031.10; Santa Clara County; California,1146,374,114,276,172,708,58,83036,0,0,,,503110,3,32.6,9.9,61.8,24.1,06085503110,06085503110,12,3.32,9,highly_underserved,37.3330764,-121.8498294
060855031111,Block Group 1; Census Tract 5031.11; Santa Clara County; California,1608,647,114,190,155,1185,10,128983,0,0,,,503111,1,40.2,7.1,73.7,11.8,06085503111,06085503111,3,0.55,7,underserved,37.3225494,-121.839789
060855031112,Block Group 2; Census Tract 5031.11; Santa Clara County; California,1379,317,162,739,0,488,146,136750,0,0,,,503111,2,23.0,11.7,35.4,53.6,06085503111,06085503111,3,0.55,7,underserved,37.3225494,-121.839789
060855031113,Block Group 3; Census Tract 5031.11; Santa Clara County; California,2431,461,563,1255,3,1137,44,134451,0,0,,,503111,3,19.0,23.2,46.8,51.6,06085503111,06085503111,3,0.55,7,underserved,37.3225494,-121.839789
060855031121,Block Group 1; Census Tract 5031.12; Santa Clara County; California,1322,289,346,570,5,577,157,35438,0,0,,,503112,1,21.9,26.2,43.6,43.1,06085503112,06085503112,22,5.53,9,highly_underserved,37.3223269,-121.8710045
060855031122,Block Group 2; Census Tract 5031.12; Santa Clara County; California,1068,136,89,151,13,681,349,89122,0,0,,,503112,2,12.7,8.3,63.8,14.1,06085503112,06085503112,22,5.53,9,highly_underserved,37.3223269,-121.8710045
060855031123,Block Group 3; Census Tract 5031.12; Santa Clara County; California,1588,246,62,257,312,732,278,79931,0,0,,,503112,3,15.5,3.9,46.1,16.2,06085503112,06085503112,22,5.53,9,highly_underserved,37.3223269,-121.8710045
060855031131,Block Group 1; Census Tract 5031.13; Santa Clara County; California,2488,341,334,201,48,1633,614,93313,0,0,,,503113,1,13.7,13.4,65.6,8.1,06085503113,06085503113,13,3.23,8,underserved,37.3156874,-121.8809726
060855031132,Block Group 2; Census Tract 5031.13; Santa Clara County; California,1540,417,170,150,0,1252,250,113028,0,0,,,503113,2,27.1,11.0,81.3,9.7,06085503113,06085503113,13,3.23,8,underserved,37.3156874,-121.8809726
060855031161,Block Group 1; Census Tract 5031.16; Santa Clara County; California,2809,639,243,778,9,1082,1020,164489,0,0,,,503116,1,22.7,8.7,38.5,27.7,06085503116,06085503116,12,1.88,9,highly_underserved,37.2774484,-121.853732
060855031162,Block Group 2; Census Tract 5031.16; Santa Clara County; California,2035,258,654,800,263,557,585,80313,0,0,,,503116,2,12.7,32.1,27.4,39.3,06085503116,06085503116,12,1.88,9,highly_underserved,37.2774484,-121.853732
060855031163,Block Group 3; Census Tract 5031.16; Santa Clara County; California,1552,210,278,504,253,101,569,110156,0,0,,,503116,3,13.5,17.9,6.5,32.5,06085503116,06085503116,12,1.88,9,highly_underserved,37.2774484,-121.853732
060855031171,Block Group 1; Census Tract 5031.17; Santa Clara County; California,1174,304,117,396,7,721,17,74464,0,0,,,503117,1,25.9,10.0,61.4,33.7,06085503117,06085503117,31,11.91,9,highly_underserved,37.3274052,-121.8516044
060855031172,Block Group 2; Census Tract 5031.17; Santa Clara County; California,1428,313,308,689,0,648,58,92000,0,0,,,503117,2,21.9,21.6,45.4,48.2,06085503117,06085503117,31,11.91,9,highly_underserved,37.3274052,-121.8516044
060855031181,Block Group 1; Census Tract 5031.18; Santa Clara County; California,674,20,134,352,70,248,0,95568,0,0,,,503118,1,3.0,19.9,36.8,52.2,06085503118,06085503118,10,2.02,7,underserved,37.3186929,-121.8429993
060855031182,Block Group 2; Census Tract 5031.18; Santa Clara County; California,1864,413,73,560,96,884,309,146058,0,0,,,503118,2,22.2,3.9,47.4,30.0,06085503118,06085503118,10,2.02,7,underserved,37.3186929,-121.8429993
060855031183,Block Group 3; Census Tract 5031.18; Santa Clara County; California,2417,645,68,303,36,1735,100,89865,0,0,,,503118,3,26.7,2.8,71.8,12.5,06085503118,06085503118,10,2.02,7,underserved,37.3186929,-121.8429993
060855031211,Block Group 1; Census Tract 5031.21; Santa Clara County; California,1065,298,188,293,211,466,106,65972,0,0,,,503121,1,28.0,17.7,43.8,27.5,06085503121,06085503121,46,9.07,9,highly_underserved,37.3061873,-121.8725034
060855031212,Block Group 2; Census Tract 5031.21; Santa Clara County; California,2430,632,289,449,171,1613,229,101600,0,0,,,503121,2,26.0,11.9,66.4,18.5,06085503121,06085503121,46,9.07,9,highly_underserved,37.3061873,-121.8725034
060855031213,Block Group 3; Census Tract 5031.21; Santa Clara County; California,1578,467,134,121,0,1380,64,98625,0,0,,,503121,3,29.6,8.5,87.5,7.7,06085503121,06085503121,46,9.07,9,highly_underserved,37.3061873,-121.8725034
060855031221,Block Group 1; Census Tract 5031.22; Santa Clara County; California,2303,479,465,1304,20,552,288,43250,0,0,,,503122,1,20.8,20.2,24.0,56.6,06085503122,06085503122,56,16.74,9,highly_underserved,37.3124908,-121.8569324
060855031222,Block Group 2; Census Tract 5031.22; Santa Clara County; California,1042,250,119,497,9,442,47,-666666666,0,0,,,503122,2,24.0,11.4,42.4,47.7,06085503122,06085503122,56,16.74,9,highly_underserved,37.3124908,-121.8569324
060855031231,Block Group 1; Census Tract 5031.23; Santa Clara County; California,1745,407,152,312,30,1003,424,102530,0,0,,,503123,1,23.3,8.7,57.5,17.9,06085503123,06085503123,5,1.29,12,highly_underserved,37.29773,-121.8778357
060855031232,Block Group 2; Census Tract 5031.23; Santa Clara County; California,2127,434,359,334,253,1231,394,42250,0,0,,,503123,2,20.4,16.9,57.9,15.7,06085503123,06085503123,5,1.29,12,highly_underserved,37.29773,-121.8778357
060855031241,Block Group 1; Census Tract 5031.24; Santa Clara County; California,2775,418,481,808,73,1267,635,130485,0,0,,,503124,1,15.1,17.3,45.7,29.1,06085503124,06085503124,18,2.96,8,underserved,37.2836065,-121.8718216
060855031242,Block Group 2; Census Tract 5031.24; Santa Clara County; California,1437,493,114,627,116,628,66,-666666666,0,0,,,503124,2,34.3,7.9,43.7,43.6,06085503124,06085503124,18,2.96,8,underserved,37.2836065,-121.8718216
060855031243,Block Group 3; Census Tract 5031.24; Santa Clara County; California,1863,731,49,397,399,669,477,102274,0,0,,,503124,3,39.2,2.6,35.9,21.3,06085503124,06085503124,18,2.96,8,underserved,37.2836065,-121.8718216
060855031251,Block Group 1; Census Tract 5031.25; Santa Clara County; California,2579,678,73,988,41,660,891,145060,0,0,,,503125,1,26.3,2.8,25.6,38.3,06085503125,06085503125,1,0.24,9,highly_underserved,37.2832604,-121.8775331
060855031252,Block Group 2; Census Tract 5031.25; Santa Clara County; California,1503,314,165,232,63,203,884,190724,0,0,,,503125,2,20.9,11.0,13.5,15.4,06085503125,06085503125,1,0.24,9,highly_underserved,37.2832604,-121.8775331
060855031261,Block Group 1; Census Tract 5031.26; Santa Clara County; California,3964,1108,335,1728,546,1193,1077,178929,0,0,,,503126,1,28.0,8.5,30.1,43.6,06085503126,06085503126,3,0.76,9,highly_underserved,37.2953016,-121.8591564
060855031271,Block Group 1; Census Tract 5031.27; Santa Clara County; California,1898,244,221,917,101,423,461,190547,0,0,,,503127,1,12.9,11.6,22.3,48.3,06085503127,06085503127,2,0.38,7,underserved,37.2858514,-121.8568775
060855031272,Block Group 2; Census Tract 5031.27; Santa Clara County; California,3402,510,461,1974,291,102,780,221100,0,0,,,503127,2,15.0,13.6,3.0,58.0,06085503127,06085503127,2,0.38,7,underserved,37.2858514,-121.8568775
060855032071,Block Group 1; Census Tract 5032.07; Santa Clara County; California,1859,279,363,1319,147,284,112,171389,0,0,,,503207,1,15.0,19.5,15.3,71.0,06085503207,06085503207,0,0.0,8,underserved,37.2944788,-121.8154729
060855032072,Block Group 2; Census Tract 5032.07; Santa Clara County; California,1587,244,460,1106,30,278,284,128056,0,0,,,503207,2,15.4,29.0,17.5,69.7,06085503207,06085503207,0,0.0,8,underserved,37.2944788,-121.8154729
060855032081,Block Group 1; Census Tract 5032.08; Santa Clara County; California,1609,400,136,275,14,1260,423,128750,0,0,,,503208,1,24.9,8.5,78.3,17.1,06085503208,06085503208,3,0.94,8,underserved,37.2807411,-121.8160936
060855032082,Block Group 2; Census Tract 5032.08; Santa Clara County; California,1573,294,287,840,4,642,116,204583,0,0,,,503208,2,18.7,18.2,40.8,53.4,06085503208,06085503208,3,0.94,8,underserved,37.2807411,-121.8160936
060855032101,Block Group 1; Census Tract 5032.10; Santa Clara County; California,2631,418,249,1418,19,1007,272,121875,0,0,,,503210,1,15.9,9.5,38.3,53.9,06085503210,06085503210,6,1.48,6,underserved,37.2904505,-121.822862
060855032102,Block Group 2; Census Tract 5032.10; Santa Clara County; California,1436,183,276,773,190,414,85,117386,0,0,,,503210,2,12.7,19.2,28.8,53.8,06085503210,06085503210,6,1.48,6,underserved,37.2904505,-121.822862
