geoid,name,state,county,tract,block_group,total_population,under_18_population,age_65_plus_population,white_alone_population,black_alone_population,asian_alone_population,hispanic_or_latino_population,median_household_income,households_total,households_no_vehicle,households_no_vehicle_pct,poverty_rate_pct
060855050102,Block Group 2; Census Tract 5050.10; Santa Clara County; California,06,085,505010,2,2029,383,207,357,125,1260,287,176094,0,0,,
060855050103,Block Group 3; Census Tract 5050.10; Santa Clara County; California,06,085,505010,3,915,134,88,276,34,384,185,150588,0,0,,
060855050111,Block Group 1; Census Tract 5050.11; Santa Clara County; California,06,085,505011,1,2249,442,102,433,0,1480,258,145888,0,0,,
060855050112,Block Group 2; Census Tract 5050.11; Santa Clara County; California,06,085,505011,2,1755,194,156,407,17,1085,263,218000,0,0,,
060855050113,Block Group 3; Census Tract 5050.11; Santa Clara County; California,06,085,505011,3,824,159,137,128,19,467,193,-666666666,0,0,,
060855050121,Block Group 1; Census Tract 5050.12; Santa Clara County; California,06,085,505012,1,2659,220,103,872,23,1552,202,218750,0,0,,
060855050131,Block Group 1; Census Tract 5050.13; Santa Clara County; California,06,085,505013,1,1419,156,23,277,0,804,283,205455,0,0,,
060855050132,Block Group 2; Census Tract 5050.13; Santa Clara County; California,06,085,505013,2,2765,189,109,692,16,1777,340,193620,0,0,,
060855050133,Block Group 3; Census Tract 5050.13; Santa Clara County; California,06,085,505013,3,1453,132,0,127,0,1207,137,220625,0,0,,
060855050141,Block Group 1; Census Tract 5050.14; Santa Clara County; California,06,085,505014,1,2605,666,57,187,631,1125,630,151000,0,0,,
060855050142,Block Group 2; Census Tract 5050.14; Santa Clara County; California,06,085,505014,2,1347,267,109,107,37,488,705,188464,0,0,,
060855050143,Block Group 3; Census Tract 5050.14; Santa Clara County; California,06,085,505014,3,2526,183,166,337,58,1897,57,159583,0,0,,
060855050151,Block Group 1; Census Tract 5050.15; Santa Clara County; California,06,085,505015,1,3536,569,70,515,11,2168,754,210765,0,0,,
060855050152,Block Group 2; Census Tract 5050.15; Santa Clara County; California,06,085,505015,2,1633,252,223,323,11,299,1012,78906,0,0,,
060855051001,Block Group 1; Census Tract 5051; Santa Clara County; California,06,085,505100,1,1438,191,248,93,13,651,625,58472,0,0,,
060855051002,Block Group 2; Census Tract 5051; Santa Clara County; California,06,085,505100,2,47,0,0,47,0,0,0,-666666666,0,0,,
060855051003,Block Group 3; Census Tract 5051; Santa Clara County; California,06,085,505100,3,2074,377,273,588,59,648,784,165938,0,0,,
060855051004,Block Group 4; Census Tract 5051; Santa Clara County; California,06,085,505100,4,434,0,0,53,63,291,27,168306,0,0,,
060855052021,Block Group 1; Census Tract 5052.02; Santa Clara County; California,06,085,505202,1,1521,246,323,535,17,577,273,100948,0,0,,
060855052022,Block Group 2; Census Tract 5052.02; Santa Clara County; California,06,085,505202,2,3963,665,56,863,0,1735,1330,227092,0,0,,
060855052023,Block Group 3; Census Tract 5052.02; Santa Clara County; California,06,085,505202,3,1074,230,124,81,0,406,573,162700,0,0,,
060855052024,Block Group 4; Census Tract 5052.02; Santa Clara County; California,06,085,505202,4,1715,162,275,457,72,944,143,172759,0,0,,
060855052031,Block Group 1; Census Tract 5052.03; Santa Clara County; California,06,085,505203,1,4947,201,102,2463,151,1662,669,141745,0,0,,
060855052032,Block Group 2; Census Tract 5052.03; Santa Clara County; California,06,085,505203,2,778,128,155,331,99,38,240,113942,0,0,,
060855053011,Block Group 1; Census Tract 5053.01; Santa Clara County; California,06,085,505301,1,1150,255,110,236,0,365,545,142788,0,0,,
060855053012,Block Group 2; Census Tract 5053.01; Santa Clara County; California,06,085,505301,2,3038,444,169,406,30,2012,455,217400,0,0,,
060855053013,Block Group 3; Census Tract 5053.01; Santa Clara County; California,06,085,505301,3,1226,114,237,325,16,666,200,-666666666,0,0,,
060855053021,Block Group 1; Census Tract 5053.02; Santa Clara County; California,06,085,505302,1,2274,530,325,1034,13,1056,104,195875,0,0,,
060855053022,Block Group 2; Census Tract 5053.02; Santa Clara County; California,06,085,505302,2,2684,558,287,597,64,1431,370,239535,0,0,,
060855053031,Block Group 1; Census Tract 5053.03; Santa Clara County; California,06,085,505303,1,1773,266,280,470,219,595,477,183542,0,0,,
060855053032,Block Group 2; Census Tract 5053.03; Santa Clara County; California,06,085,505303,2,1355,234,299,212,0,585,563,69978,0,0,,
060855053033,Block Group 3; Census Tract 5053.03; Santa Clara County; California,06,085,505303,3,1108,216,75,547,20,420,141,250001,0,0,,
060855053034,Block Group 4; Census Tract 5053.03; Santa Clara County; California,06,085,505303,4,1641,156,47,338,0,960,419,123155,0,0,,
060855053041,Block Group 1; Census Tract 5053.04; Santa Clara County; California,06,085,505304,1,1208,202,195,208,0,712,322,-666666666,0,0,,
060855053042,Block Group 2; Census Tract 5053.04; Santa Clara County; California,06,085,505304,2,656,141,119,373,4,199,107,225854,0,0,,
060855053043,Block Group 3; Census Tract 5053.04; Santa Clara County; California,06,085,505304,3,1635,247,225,487,0,986,132,250001,0,0,,
060855053051,Block Group 1; Census Tract 5053.05; Santa Clara County; California,06,085,505305,1,2201,324,402,1225,0,753,186,240137,0,0,,
060855053052,Block Group 2; Census Tract 5053.05; Santa Clara County; California,06,085,505305,2,649,92,78,257,0,352,26,250001,0,0,,
060855053053,Block Group 3; Census Tract 5053.05; Santa Clara County; California,06,085,505305,3,1208,270,100,185,0,998,31,135521,0,0,,
060855053054,Block Group 4; Census Tract 5053.05; Santa Clara County; California,06,085,505305,4,1614,381,164,425,0,1105,60,178587,0,0,,
060855054011,Block Group 1; Census Tract 5054.01; Santa Clara County; California,06,085,505401,1,871,83,152,145,0,502,211,212955,0,0,,
060855054012,Block Group 2; Census Tract 5054.01; Santa Clara County; California,06,085,505401,2,1954,239,115,399,30,1427,79,153800,0,0,,
060855054013,Block Group 3; Census Tract 5054.01; Santa Clara County; California,06,085,505401,3,836,85,321,496,37,248,123,-666666666,0,0,,
060855054014,Block Group 4; Census Tract 5054.01; Santa Clara County; California,06,085,505401,4,2494,122,42,432,18,1805,197,219925,0,0,,
060855054015,Block Group 5; Census Tract 5054.01; Santa Clara County; California,06,085,505401,5,452,40,70,0,92,309,51,-666666666,0,0,,
060855054021,Block Group 1; Census Tract 5054.02; Santa Clara County; California,06,085,505402,1,1252,238,137,275,14,627,214,225875,0,0,,
060855054022,Block Group 2; Census Tract 5054.02; Santa Clara County; California,06,085,505402,2,1799,254,326,601,11,831,389,120878,0,0,,
060855054031,Block Group 1; Census Tract 5054.03; Santa Clara County; California,06,085,505403,1,3032,442,277,877,0,1963,261,189297,0,0,,
060855054032,Block Group 2; Census Tract 5054.03; Santa Clara County; California,06,085,505403,2,2151,471,215,624,0,1372,186,206607,0,0,,
060855054033,Block Group 3; Census Tract 5054.03; Santa Clara County; California,06,085,505403,3,2953,754,93,355,65,1646,711,110556,0,0,,
060855055001,Block Group 1; Census Tract 5055; Santa Clara County; California,06,085,505500,1,1157,205,98,851,0,167,205,208097,0,0,,
060855055002,Block Group 2; Census Tract 5055; Santa Clara County; California,06,085,505500,2,1975,475,227,580,223,493,582,170750,0,0,,
060855055003,Block Group 3; Census Tract 5055; Santa Clara County; California,06,085,505500,3,1639,380,220,585,40,587,393,170891,0,0,,
060855056001,Block Group 1; Census Tract 5056; Santa Clara County; California,06,085,505600,1,1472,144,132,682,34,554,250,102474,0,0,,
060855056002,Block Group 2; Census Tract 5056; Santa Clara County; California,06,085,505600,2,936,204,102,586,108,139,75,238750,0,0,,
060855056003,Block Group 3; Census Tract 5056; Santa Clara County; California,06,085,505600,3,2400,116,302,1198,15,891,241,124886,0,0,,
060855057001,Block Group 1; Census Tract 5057; Santa Clara County; California,06,085,505700,1,1129,56,113,287,43,456,282,-666666666,0,0,,
060855057002,Block Group 2; Census Tract 5057; Santa Clara County; California,06,085,505700,2,1147,125,207,461,0,203,345,89792,0,0,,
060855057003,Block Group 3; Census Tract 5057; Santa Clara County; California,06,085,505700,3,1526,226,113,914,18,371,201,98375,0,0,,
060855057004,Block Group 4; Census Tract 5057; Santa Clara County; California,06,085,505700,4,1834,198,223,577,13,950,142,145081,0,0,,
060855058001,Block Group 1; Census Tract 5058; Santa Clara County; California,06,085,505800,1,1049,319,94,623,0,86,490,115278,0,0,,
060855058002,Block Group 2; Census Tract 5058; Santa Clara County; California,06,085,505800,2,937,224,25,400,9,328,190,209195,0,0,,
060855058003,Block Group 3; Census Tract 5058; Santa Clara County; California,06,085,505800,3,736,53,155,408,14,189,123,161094,0,0,,
060855058004,Block Group 4; Census Tract 5058; Santa Clara County; California,06,085,505800,4,961,145,239,691,0,45,228,149107,0,0,,
060855059011,Block Group 1; Census Tract 5059.01; Santa Clara County; California,06,085,505901,1,1381,205,327,478,4,752,93,250001,0,0,,
060855059012,Block Group 2; Census Tract 5059.01; Santa Clara County; California,06,085,505901,2,1796,252,168,851,0,761,204,179773,0,0,,
060855059013,Block Group 3; Census Tract 5059.01; Santa Clara County; California,06,085,505901,3,924,160,108,527,0,112,194,130000,0,0,,
060855059021,Block Group 1; Census Tract 5059.02; Santa Clara County; California,06,085,505902,1,2250,461,170,1052,72,532,515,106324,0,0,,
060855059022,Block Group 2; Census Tract 5059.02; Santa Clara County; California,06,085,505902,2,1643,149,405,670,20,639,285,131734,0,0,,
060855060001,Block Group 1; Census Tract 5060; Santa Clara County; California,06,085,506000,1,945,76,155,491,0,221,235,194500,0,0,,
060855060002,Block Group 2; Census Tract 5060; Santa Clara County; California,06,085,506000,2,1417,317,276,696,0,510,472,201850,0,0,,
060855060003,Block Group 3; Census Tract 5060; Santa Clara County; California,06,085,506000,3,1826,274,262,711,22,812,219,168906,0,0,,
060855060004,Block Group 4; Census Tract 5060; Santa Clara County; California,06,085,506000,4,800,170,66,157,0,474,72,250001,0,0,,
060855061011,Block Group 1; Census Tract 5061.01; Santa Clara County; California,06,085,506101,1,1277,206,273,657,36,440,78,165375,0,0,,
060855061012,Block Group 2; Census Tract 5061.01; Santa Clara County; California,06,085,506101,2,1823,472,349,599,21,713,495,224375,0,0,,
060855061013,Block Group 3; Census Tract 5061.01; Santa Clara County; California,06,085,506101,3,1543,410,188,499,0,798,250,170078,0,0,,
060855061021,Block Group 1; Census Tract 5061.02; Santa Clara County; California,06,085,506102,1,1689,279,420,568,0,661,379,204500,0,0,,
060855061022,Block Group 2; Census Tract 5061.02; Santa Clara County; California,06,085,506102,2,2745,511,350,888,55,1304,235,188980,0,0,,
060855061031,Block Group 1; Census Tract 5061.03; Santa Clara County; California,06,085,506103,1,2235,547,349,344,0,1486,117,238750,0,0,,
060855061032,Block Group 2; Census Tract 5061.03; Santa Clara County; California,06,085,506103,2,792,190,161,203,53,438,50,221161,0,0,,
060855061033,Block Group 3; Census Tract 5061.03; Santa Clara County; California,06,085,506103,3,1199,240,130,417,12,430,123,222292,0,0,,
060855061034,Block Group 4; Census Tract 5061.03; Santa Clara County; California,06,085,506103,4,961,154,232,196,0,714,30,250001,0,0,,
060855062021,Block Group 1; Census Tract 5062.02; Santa Clara County; California,06,085,506202,1,1829,449,206,189,0,1200,98,250001,0,0,,
060855062022,Block Group 2; Census Tract 5062.02; Santa Clara County; California,06,085,506202,2,3118,784,504,882,1,1759,245,170714,0,0,,
060855062023,Block Group 3; Census Tract 5062.02; Santa Clara County; California,06,085,506202,3,1062,193,418,372,23,480,70,152740,0,0,,
060855062024,Block Group 4; Census Tract 5062.02; Santa Clara County; California,06,085,506202,4,2304,590,466,816,156,1231,0,245441,0,0,,
060855062031,Block Group 1; Census Tract 5062.03; Santa Clara County; California,06,085,506203,1,2410,571,118,137,0,1307,890,111136,0,0,,
060855062032,Block Group 2; Census Tract 5062.03; Santa Clara County; California,06,085,506203,2,2256,636,53,260,0,1796,146,140714,0,0,,
060855062033,Block Group 3; Census Tract 5062.03; Santa Clara County; California,06,085,506203,3,671,133,117,209,0,437,0,220208,0,0,,
060855062034,Block Group 4; Census Tract 5062.03; Santa Clara County; California,06,085,506203,4,1380,321,163,157,91,723,363,187895,0,0,,
060855062041,Block Group 1; Census Tract 5062.04; Santa Clara County; California,06,085,506204,1,1824,444,254,486,117,1102,2,175658,0,0,,
060855062042,Block Group 2; Census Tract 5062.04; Santa Clara County; California,06,085,506204,2,1325,278,92,269,56,526,465,220774,0,0,,
060855062043,Block Group 3; Census Tract 5062.04; Santa Clara County; California,06,085,506204,3,1015,203,197,327,0,554,33,187609,0,0,,
060855062044,Block Group 4; Census Tract 5062.04; Santa Clara County; California,06,085,506204,4,1696,321,348,140,0,1370,80,250001,0,0,,
060855063011,Block Group 1; Census Tract 5063.01; Santa Clara County; California,06,085,506301,1,1025,201,115,408,46,239,291,149671,0,0,,
060855063012,Block Group 2; Census Tract 5063.01; Santa Clara County; California,06,085,506301,2,1461,166,283,614,0,512,285,91468,0,0,,
060855063013,Block Group 3; Census Tract 5063.01; Santa Clara County; California,06,085,506301,3,1275,169,248,569,0,361,84,145477,0,0,,
060855063014,Block Group 4; Census Tract 5063.01; Santa Clara County; California,06,085,506301,4,1233,187,262,311,18,624,167,153239,0,0,,
060855063021,Block Group 1; Census Tract 5063.02; Santa Clara County; California,06,085,506302,1,2038,368,237,1184,18,705,253,223529,0,0,,
060855063022,Block Group 2; Census Tract 5063.02; Santa Clara County; California,06,085,506302,2,1606,211,244,381,258,813,64,156339,0,0,,
060855063023,Block Group 3; Census Tract 5063.02; Santa Clara County; California,06,085,506302,3,1578,513,174,757,0,268,593,-666666666,0,0,,
060855063024,Block Group 4; Census Tract 5063.02; Santa Clara County; California,06,085,506302,4,1135,31,173,371,61,541,110,186250,0,0,,
060855063041,Block Group 1; Census Tract 5063.04; Santa Clara County; California,06,085,506304,1,2941,866,432,303,88,1208,1328,91394,0,0,,
060855063042,Block Group 2; Census Tract 5063.04; Santa Clara County; California,06,085,506304,2,820,214,185,411,0,323,93,207625,0,0,,
060855063043,Block Group 3; Census Tract 5063.04; Santa Clara County; California,06,085,506304,3,2195,509,12,855,90,769,625,119528,0,0,,
060855063051,Block Group 1; Census Tract 5063.05; Santa Clara County; California,06,085,506305,1,642,75,115,222,30,212,140,161369,0,0,,
060855063052,Block Group 2; Census Tract 5063.05; Santa Clara County; California,06,085,506305,2,1935,562,84,476,96,505,663,93011,0,0,,
060855063053,Block Group 3; Census Tract 5063.05; Santa Clara County; California,06,085,506305,3,1038,147,375,354,19,419,193,56053,0,0,,
060855063054,Block Group 4; Census Tract 5063.05; Santa Clara County; California,06,085,506305,4,1620,439,90,450,249,326,542,106535,0,0,,
060855064011,Block Group 1; Census Tract 5064.01; Santa Clara County; California,06,085,506401,1,578,39,0,331,0,87,142,206023,0,0,,
060855064012,Block Group 2; Census Tract 5064.01; Santa Clara County; California,06,085,506401,2,1494,483,43,511,285,185,571,128226,0,0,,
060855064013,Block Group 3; Census Tract 5064.01; Santa Clara County; California,06,085,506401,3,995,81,145,302,10,348,317,113750,0,0,,
060855064014,Block Group 4; Census Tract 5064.01; Santa Clara County; California,06,085,506401,4,1691,229,77,774,0,563,187,245750,0,0,,
060855064021,Block Group 1; Census Tract 5064.02; Santa Clara County; California,06,085,506402,1,1363,221,354,475,62,252,522,83574,0,0,,
060855064022,Block Group 2; Census Tract 5064.02; Santa Clara County; California,06,085,506402,2,686,188,91,301,0,105,97,181848,0,0,,
060855064023,Block Group 3; Census Tract 5064.02; Santa Clara County; California,06,085,506402,3,846,181,96,323,17,128,330,135865,0,0,,
060855064024,Block Group 4; Census Tract 5064.02; Santa Clara County; California,06,085,506402,4,1251,155,260,415,13,567,138,211058,0,0,,
060855064025,Block Group 5; Census Tract 5064.02; Santa Clara County; California,06,085,506402,5,1111,217,204,645,0,103,462,117462,0,0,,
060855065021,Block Group 1; Census Tract 5065.02; Santa Clara County; California,06,085,506502,1,1568,295,144,1098,18,50,469,143175,0,0,,
060855065022,Block Group 2; Census Tract 5065.02; Santa Clara County; California,06,085,506502,2,604,67,57,534,0,51,37,129167,0,0,,
060855065023,Block Group 3; Census Tract 5065.02; Santa Clara County; California,06,085,506502,3,2868,720,229,1577,161,275,901,169236,0,0,,
060855065031,Block Group 1; Census Tract 5065.03; Santa Clara County; California,06,085,506503,1,1634,414,497,840,0,480,168,109311,0,0,,
060855065032,Block Group 2; Census Tract 5065.03; Santa Clara County; California,06,085,506503,2,2341,189,968,886,15,759,635,83077,0,0,,
060855065033,Block Group 3; Census Tract 5065.03; Santa Clara County; California,06,085,506503,3,2648,758,193,1261,41,192,1309,119024,0,0,,
060855065041,Block Group 1; Census Tract 5065.04; Santa Clara County; California,06,085,506504,1,1296,334,143,407,76,114,694,94226,0,0,,
060855065042,Block Group 2; Census Tract 5065.04; Santa Clara County; California,06,085,506504,2,840,196,26,68,13,108,605,105433,0,0,,
060855065051,Block Group 1; Census Tract 5065.05; Santa Clara County; California,06,085,506505,1,1845,615,185,492,335,387,684,103609,0,0,,
060855065052,Block Group 2; Census Tract 5065.05; Santa Clara County; California,06,085,506505,2,2342,652,214,1014,32,490,886,141563,0,0,,
060855066011,Block Group 1; Census Tract 5066.01; Santa Clara County; California,06,085,506601,1,1564,406,189,645,0,516,470,107250,0,0,,
060855066012,Block Group 2; Census Tract 5066.01; Santa Clara County; California,06,085,506601,2,693,90,189,296,0,216,112,185833,0,0,,
060855066013,Block Group 3; Census Tract 5066.01; Santa Clara County; California,06,085,506601,3,1568,281,204,576,19,506,394,144219,0,0,,
060855066031,Block Group 1; Census Tract 5066.03; Santa Clara County; California,06,085,506603,1,771,223,89,261,14,455,24,214792,0,0,,
060855066032,Block Group 2; Census Tract 5066.03; Santa Clara County; California,06,085,506603,2,1912,523,295,782,0,733,167,250001,0,0,,
060855066033,Block Group 3; Census Tract 5066.03; Santa Clara County; California,06,085,506603,3,1612,294,126,685,0,510,329,250001,0,0,,
060855066041,Block Group 1; Census Tract 5066.04; Santa Clara County; California,06,085,506604,1,715,169,53,193,0,322,184,176359,0,0,,
060855066042,Block Group 2; Census Tract 5066.04; Santa Clara County; California,06,085,506604,2,1610,338,420,735,24,776,124,231974,0,0,,
060855066043,Block Group 3; Census Tract 5066.04; Santa Clara County; California,06,085,506604,3,1200,212,329,610,15,378,134,130750,0,0,,
060855066044,Block Group 4; Census Tract 5066.04; Santa Clara County; California,06,085,506604,4,1997,721,115,440,0,1189,278,207500,0,0,,
060855066045,Block Group 5; Census Tract 5066.04; Santa Clara County; California,06,085,506604,5,1333,420,114,450,2,807,57,242167,0,0,,
060855066051,Block Group 1; Census Tract 5066.05; Santa Clara County; California,06,085,506605,1,2272,424,358,1019,12,699,494,140690,0,0,,
060855066052,Block Group 2; Census Tract 5066.05; Santa Clara County; California,06,085,506605,2,2003,324,328,408,267,671,491,138663,0,0,,
060855066061,Block Group 1; Census Tract 5066.06; Santa Clara County; California,06,085,506606,1,716,177,28,137,0,530,55,177013,0,0,,
060855066062,Block Group 2; Census Tract 5066.06; Santa Clara County; California,06,085,506606,2,2641,802,345,1246,19,648,532,134079,0,0,,
060855066063,Block Group 3; Census Tract 5066.06; Santa Clara County; California,06,085,506606,3,1619,273,483,328,42,491,666,73750,0,0,,
060855067011,Block Group 1; Census Tract 5067.01; Santa Clara County; California,06,085,506701,1,707,222,110,155,0,454,38,250001,0,0,,
060855067012,Block Group 2; Census Tract 5067.01; Santa Clara County; California,06,085,506701,2,2112,447,348,777,24,993,227,197328,0,0,,
060855067013,Block Group 3; Census Tract 5067.01; Santa Clara County; California,06,085,506701,3,1801,436,235,1024,10,684,89,250001,0,0,,
060855067021,Block Group 1; Census Tract 5067.02; Santa Clara County; California,06,085,506702,1,2525,457,543,523,100,1023,635,115068,0,0,,
060855067022,Block Group 2; Census Tract 5067.02; Santa Clara County; California,06,085,506702,2,1557,374,292,943,0,413,194,160724,0,0,,
060855067023,Block Group 3; Census Tract 5067.02; Santa Clara County; California,06,085,506702,3,1673,534,73,919,55,389,250,113611,0,0,,
060855067031,Block Group 1; Census Tract 5067.03; Santa Clara County; California,06,085,506703,1,1969,312,325,1077,27,418,110,238649,0,0,,
060855067032,Block Group 2; Census Tract 5067.03; Santa Clara County; California,06,085,506703,2,953,234,154,590,60,176,138,120638,0,0,,
060855067033,Block Group 3; Census Tract 5067.03; Santa Clara County; California,06,085,506703,3,948,111,239,363,32,390,154,153542,0,0,,
060855068011,Block Group 1; Census Tract 5068.01; Santa Clara County; California,06,085,506801,1,2331,582,384,1375,2,719,321,202632,0,0,,
060855068012,Block Group 2; Census Tract 5068.01; Santa Clara County; California,06,085,506801,2,1780,468,332,955,9,691,215,241184,0,0,,
060855068013,Block Group 3; Census Tract 5068.01; Santa Clara County; California,06,085,506801,3,1251,315,339,1029,0,149,84,211250,0,0,,
060855068014,Block Group 4; Census Tract 5068.01; Santa Clara County; California,06,085,506801,4,854,254,51,605,0,230,0,250001,0,0,,
060855068021,Block Group 1; Census Tract 5068.02; Santa Clara County; California,06,085,506802,1,1454,350,230,681,2,376,148,234702,0,0,,
060855068022,Block Group 2; Census Tract 5068.02; Santa Clara County; California,06,085,506802,2,961,289,149,665,0,134,129,240078,0,0,,
060855068023,Block Group 3; Census Tract 5068.02; Santa Clara County; California,06,085,506802,3,655,114,217,370,0,219,80,201058,0,0,,
060855068024,Block Group 4; Census Tract 5068.02; Santa Clara County; California,06,085,506802,4,501,96,52,205,0,226,38,-666666666,0,0,,
060855068025,Block Group 5; Census Tract 5068.02; Santa Clara County; California,06,085,506802,5,2190,669,183,762,4,1079,291,202566,0,0,,
060855068031,Block Group 1; Census Tract 5068.03; Santa Clara County; California,06,085,506803,1,2028,613,191,941,0,918,94,244914,0,0,,
060855068032,Block Group 2; Census Tract 5068.03; Santa Clara County; California,06,085,506803,2,1284,458,167,701,0,237,16,250001,0,0,,
060855068033,Block Group 3; Census Tract 5068.03; Santa Clara County; California,06,085,506803,3,2427,436,324,981,0,1023,340,144700,0,0,,
060855068034,Block Group 4; Census Tract 5068.03; Santa Clara County; California,06,085,506803,4,1317,463,83,475,67,104,459,93813,0,0,,
060855068041,Block Group 1; Census Tract 5068.04; Santa Clara County; California,06,085,506804,1,489,32,137,375,0,44,63,161111,0,0,,
060855068042,Block Group 2; Census Tract 5068.04; Santa Clara County; California,06,085,506804,2,1629,519,205,1148,0,332,38,189858,0,0,,
060855068043,Block Group 3; Census Tract 5068.04; Santa Clara County; California,06,085,506804,3,1758,368,340,1024,0,332,208,250001,0,0,,
060855068044,Block Group 4; Census Tract 5068.04; Santa Clara County; California,06,085,506804,4,501,166,41,139,16,202,49,242875,0,0,,
060855069001,Block Group 1; Census Tract 5069; Santa Clara County; California,06,085,506900,1,1442,407,97,1063,0,280,122,211838,0,0,,
060855069002,Block Group 2; Census Tract 5069; Santa Clara County; California,06,085,506900,2,2124,539,442,1344,3,441,45,167083,0,0,,
060855069003,Block Group 3; Census Tract 5069; Santa Clara County; California,06,085,506900,3,2021,344,495,1402,0,359,110,250001,0,0,,
060855069004,Block Group 4; Census Tract 5069; Santa Clara County; California,06,085,506900,4,2573,776,819,1955,46,207,248,250001,0,0,,
060855070021,Block Group 1; Census Tract 5070.02; Santa Clara County; California,06,085,507002,1,2251,632,403,1636,6,501,150,250001,0,0,,
060855070022,Block Group 2; Census Tract 5070.02; Santa Clara County; California,06,085,507002,2,1074,108,273,910,0,102,62,217917,0,0,,
060855070031,Block Group 1; Census Tract 5070.03; Santa Clara County; California,06,085,507003,1,975,205,162,532,0,317,77,250001,0,0,,
060855070032,Block Group 2; Census Tract 5070.03; Santa Clara County; California,06,085,507003,2,1920,325,616,1406,7,322,109,214444,0,0,,
060855070041,Block Group 1; Census Tract 5070.04; Santa Clara County; California,06,085,507004,1,1425,164,236,1173,38,10,72,180500,0,0,,
060855070042,Block Group 2; Census Tract 5070.04; Santa Clara County; California,06,085,507004,2,1786,434,406,1070,155,540,18,177326,0,0,,
060855070043,Block Group 3; Census Tract 5070.04; Santa Clara County; California,06,085,507004,3,633,112,164,250,17,181,203,126750,0,0,,
060855071001,Block Group 1; Census Tract 5071; Santa Clara County; California,06,085,507100,1,783,146,184,655,0,112,27,206389,0,0,,
060855071002,Block Group 2; Census Tract 5071; Santa Clara County; California,06,085,507100,2,2037,414,208,1610,0,135,166,156023,0,0,,
060855072031,Block Group 1; Census Tract 5072.03; Santa Clara County; California,06,085,507203,1,1677,554,185,771,18,259,582,149271,0,0,,
060855072032,Block Group 2; Census Tract 5072.03; Santa Clara County; California,06,085,507203,2,1420,331,247,771,11,519,56,250001,0,0,,
060855072051,Block Group 1; Census Tract 5072.05; Santa Clara County; California,06,085,507205,1,564,124,67,251,0,229,57,225385,0,0,,
060855072052,Block Group 2; Census Tract 5072.05; Santa Clara County; California,06,085,507205,2,1566,265,534,991,0,453,29,218750,0,0,,
060855072053,Block Group 3; Census Tract 5072.05; Santa Clara County; California,06,085,507205,3,1863,500,189,1081,15,319,410,250001,0,0,,
060855072054,Block Group 4; Census Tract 5072.05; Santa Clara County; California,06,085,507205,4,466,100,98,367,0,82,12,250001,0,0,,
060855072061,Block Group 1; Census Tract 5072.06; Santa Clara County; California,06,085,507206,1,1845,493,471,1238,7,315,167,250001,0,0,,
060855072062,Block Group 2; Census Tract 5072.06; Santa Clara County; California,06,085,507206,2,981,143,267,655,18,183,58,250001,0,0,,
060855073011,Block Group 1; Census Tract 5073.01; Santa Clara County; California,06,085,507301,1,969,143,90,347,0,609,0,248839,0,0,,
060855073012,Block Group 2; Census Tract 5073.01; Santa Clara County; California,06,085,507301,2,1426,466,298,360,0,972,0,244009,0,0,,
060855073013,Block Group 3; Census Tract 5073.01; Santa Clara County; California,06,085,507301,3,658,104,208,240,0,418,0,169010,0,0,,
060855073014,Block Group 4; Census Tract 5073.01; Santa Clara County; California,06,085,507301,4,616,176,128,138,0,408,0,250001,0,0,,
060855073015,Block Group 5; Census Tract 5073.01; Santa Clara County; California,06,085,507301,5,1726,263,478,1026,0,640,38,250001,0,0,,
060855073016,Block Group 6; Census Tract 5073.01; Santa Clara County; California,06,085,507301,6,992,82,606,490,0,454,9,166313,0,0,,
060855073021,Block Group 1; Census Tract 5073.02; Santa Clara County; California,06,085,507302,1,1680,345,493,805,7,678,75,250001,0,0,,
060855073022,Block Group 2; Census Tract 5073.02; Santa Clara County; California,06,085,507302,2,974,79,271,590,0,317,15,250001,0,0,,
060855074011,Block Group 1; Census Tract 5074.01; Santa Clara County; California,06,085,507401,1,1079,236,268,278,0,780,0,235500,0,0,,
060855074012,Block Group 2; Census Tract 5074.01; Santa Clara County; California,06,085,507401,2,1349,250,441,400,28,850,0,239150,0,0,,
060855074013,Block Group 3; Census Tract 5074.01; Santa Clara County; California,06,085,507401,3,1246,327,363,303,0,905,22,219500,0,0,,
060855074014,Block Group 4; Census Tract 5074.01; Santa Clara County; California,06,085,507401,4,1152,184,268,213,0,909,12,250001,0,0,,
060855074015,Block Group 5; Census Tract 5074.01; Santa Clara County; California,06,085,507401,5,974,112,195,300,0,608,11,250001,0,0,,
060855074021,Block Group 1; Census Tract 5074.02; Santa Clara County; California,06,085,507402,1,1600,339,447,443,0,992,146,243221,0,0,,
060855074022,Block Group 2; Census Tract 5074.02; Santa Clara County; California,06,085,507402,2,1100,202,381,580,0,366,136,250001,0,0,,
060855074023,Block Group 3; Census Tract 5074.02; Santa Clara County; California,06,085,507402,3,1222,178,285,455,6,638,64,223047,0,0,,
060855075001,Block Group 1; Census Tract 5075; Santa Clara County; California,06,085,507500,1,2221,511,306,370,0,1701,115,250001,0,0,,
060855075002,Block Group 2; Census Tract 5075; Santa Clara County; California,06,085,507500,2,1322,291,347,327,0,875,16,139281,0,0,,
060855075003,Block Group 3; Census Tract 5075; Santa Clara County; California,06,085,507500,3,976,126,290,185,0,732,59,250001,0,0,,
