VENDOR                                                                                                                                                                                                    ,ADDRESS                                                                                                        ,SECOND ADDRESS                                              ,CITY                                                        ,ZIP  ,COUNTY                                                      ,LATITUDE               ,LONGITUDE
"COST LESS FOOD COMPANY"                                                                                                                                                                                  ,255 WEST MAIN STREET                                                                                           ,                                                            ,TURLOCK                                                     ,95380,Stanislaus                                                  ,37.49319               ,-120.8502
"COST LESS FOOD COMPANY"                                                                                                                                                                                  ,888 NORTH YOSEMITE AVENUE                                                                                      ,                                                            ,Oakdale                                                     ,95361,Stanislaus                                                  ,37.77608               ,-120.8548
"COST LESS FOOD COMPANY"                                                                                                                                                                                  ,1610 E HATCH RD                                                                                                ,                                                            ,Modesto                                                     ,95351,Stanislaus                                                  ,37.60796               ,-120.9681
"COST LESS FOOD COMPANY"                                                                                                                                                                                  ,901 N CARPENTER RD                                                                                             ,                                                            ,Modesto                                                     ,95351,Stanislaus                                                  ,37.64862               ,-121.0311
"COST LESS FOOD COMPANY"                                                                                                                                                                                  ,3801 YOSEMITE BLVD                                                                                             ,                                                            ,MODESTO                                                     ,95357,Stanislaus                                                  ,37.63857               ,-120.9262
"POPLAR MARKET"                                                                                                                                                                                           ,14454 ROAD 192                                                                                                 ,                                                            ,Poplar                                                      ,93257,Tulare                                                      ,36.0522                ,-119.1428
"VALLARTA SUPERMARKETS #2"                                                                                                                                                                                ,13715 VANOWEN STREET                                                                                           ,                                                            ,Van Nuys                                                    ,91405,Los Angeles                                                 ,34.19434               ,-118.432
"KAELIN'S MARKET"                                                                                                                                                                                         ,1435 EAST MAIN STREET                                                                                          ,                                                            ,El Cajon                                                    ,92021,San Diego                                                   ,32.80083               ,-116.9294
"COUNTRY MARKET"                                                                                                                                                                                          ,2147 PINE STREET                                                                                               ,                                                            ,Ceres                                                       ,95307,Stanislaus                                                  ,37.58726               ,-120.9557
"SUPER CHAVEZ MARKET"                                                                                                                                                                                     ,1420 SOUTH STATE STREET                                                                                        ,                                                            ,Ukiah                                                       ,95482,Mendocino                                                   ,39.12773               ,-123.205
"SUPER CHAVEZ MARKET"                                                                                                                                                                                     ,14110 LAKESHORE DR                                                                                             ,                                                            ,Clearlake                                                   ,95422,Lake                                                        ,38.95703               ,-122.6479
"FIESTA LATINO MARKET"                                                                                                                                                                                    ,36869 SOUTH LASSEN AVENUE                                                                                      ,                                                            ,Huron                                                       ,93234,Fresno                                                      ,36.19792               ,-120.1037
"BELLAMAR MARKET"                                                                                                                                                                                         ,2607 WEST 6TH STREET                                                                                           ,                                                            ,Los Angeles                                                 ,90057,Los Angeles                                                 ,34.06231               ,-118.2806
"BELLAMAR MARKET #2"                                                                                                                                                                                      ,1429 WEST 3RD STREET                                                                                           ,                                                            ,Los Angeles                                                 ,90017,Los Angeles                                                 ,34.05884               ,-118.2625
"LA BODEGA #3"                                                                                                                                                                                            ,2715 SOUTH WESTERN AVENUE SUITE D                                                                              ,                                                            ,Los Angeles                                                 ,90018,Los Angeles                                                 ,34.0304                ,-118.3092
"LOS PRIMOS MARKET & PRODUCE"                                                                                                                                                                             ,2571 RUMRILL BLVD                                                                                              ,                                                            ,San Pablo                                                   ,94806,Contra Costa                                                ,37.96793               ,-122.3479
"MAR-VAL FOOD STORES #12"                                                                                                                                                                                 ,517 SOUTH TEHAMA STREET                                                                                        ,                                                            ,Willows                                                     ,95988,Glenn                                                       ,39.51508               ,-122.1943
"MAIN STREET MARKET #8"                                                                                                                                                                                   ,1900 MCHENRY AVENUE                                                                                            ,                                                            ,Escalon                                                     ,95320,San Joaquin                                                 ,37.79234               ,-120.9952
"MAIN STREET MARKET #5"                                                                                                                                                                                   ,19000 MAIN STREET                                                                                              ,                                                            ,Groveland                                                   ,95321,Tuolumne                                                    ,37.84039               ,-120.2243
"APPLE TREE MARKET"                                                                                                                                                                                       ,1556 3RD AVENUE                                                                                                ,                                                            ,Chula Vista                                                 ,91911,San Diego                                                   ,32.59818               ,-117.0649
"ECONOMY FOOD MARKET"                                                                                                                                                                                     ,1100 EAST IMOLA AVENUE                                                                                         ,                                                            ,Napa                                                        ,94559,Napa                                                        ,38.28036               ,-122.2677
"TROPICANA FOODS"                                                                                                                                                                                         ,1630 STORY ROAD                                                                                                ,                                                            ,San Jose                                                    ,95122,Santa Clara                                                 ,37.33798               ,-121.8443
"SUPER MERCADO MURPHY'S"                                                                                                                                                                                  ,4580 UNIVERSITY AVENUE                                                                                         ,                                                            ,San Diego                                                   ,92105,San Diego                                                   ,32.74982               ,-117.0958
"LA CARRETA SUPERMARKETS"                                                                                                                                                                                 ,4637 EAST CHAPMAN AVENUE                                                                                       ,                                                            ,Orange                                                      ,92869,Orange                                                      ,33.78821               ,-117.8039
"TORO LOCO #1"                                                                                                                                                                                            ,570 MAIN STREET                                                                                                ,                                                            ,Hamilton City                                               ,95951,Glenn                                                       ,39.74574               ,-122.0137
"TORO LOCO #11"                                                                                                                                                                                           ,748 N. D STREET                                                                                                ,                                                            ,Madera                                                      ,93638,Madera                                                      ,36.95563               ,-120.0516
"EL TORO LOCO FOOD CENTER"                                                                                                                                                                                ,636 S. CHURCH RD.                                                                                              ,                                                            ,Earlimart                                                   ,93219,Tulare                                                      ,35.87886               ,-119.2678
"FOOD 4 LESS"                                                                                                                                                                                             ,8921 NORTH CHESTNUT AVENUE                                                                                     ,                                                            ,Fresno                                                      ,93720,Fresno                                                      ,36.86538               ,-119.7405
"BORON FOOD MART"                                                                                                                                                                                         ,27037 TWENTY MULE TEAM RD                                                                                      ,                                                            ,Boron                                                       ,93516,Kern                                                        ,34.9999                ,-117.6489
"QUICK AND HANDY MARKET"                                                                                                                                                                                  ,702 BERNARD STREET                                                                                             ,                                                            ,Bakersfield                                                 ,93305,Kern                                                        ,35.3905                ,-118.9878
"EASY WAY MARKET"                                                                                                                                                                                         ,3435 PIONEER DRIVE                                                                                             ,                                                            ,Bakersfield                                                 ,93306,Kern                                                        ,35.36835               ,-118.9413
"VILLAGE FRESH MARKET"                                                                                                                                                                                    ,2090 EAST CANAL DRIVE                                                                                          ,                                                            ,Turlock                                                     ,95380,Stanislaus                                                  ,37.49928               ,-120.8249
"CARNIVAL SUPERMARKET"                                                                                                                                                                                    ,1750 EAST 8TH STREET                                                                                           ,                                                            ,National City                                               ,91950,San Diego                                                   ,32.68048               ,-117.0888
"LA PRESA MARKET"                                                                                                                                                                                         ,9307 JAMACHA BLVd                                                                                              ,                                                            ,Spring Valley                                               ,91977,San Diego                                                   ,32.70758               ,-116.9997
"CARNIVAL SUPER MARKET"                                                                                                                                                                                   ,3560 ASHFORD STREET                                                                                            ,                                                            ,San Diego                                                   ,92111,San Diego                                                   ,32.80876               ,-117.1608
"LA POSTA MARKET #2"                                                                                                                                                                                      ,1266 IMPERIAL BEACH BLVD                                                                                       ,                                                            ,Imperial Beach                                              ,91932,San Diego                                                   ,32.57675               ,-117.1065
"LUCKY MARKET"                                                                                                                                                                                            ,2419 SOUTH ELM AVE.                                                                                            ,                                                            ,Fresno                                                      ,93706,Fresno                                                      ,36.71334               ,-119.7904
"ZACK'S MARKET"                                                                                                                                                                                           ,854 E CALIFORNIA AVE                                                                                           ,                                                            ,Fresno                                                      ,93706,Fresno                                                      ,36.72089               ,-119.8003
"MERCED FOOD CENTER"                                                                                                                                                                                      ,1150 MARTIN L. KING JR. WAY                                                                                    ,                                                            ,Merced                                                      ,95341,Merced                                                      ,37.29484               ,-120.4833
"CHAVEZ SUPERMARKET"                                                                                                                                                                                      ,1157 WEST TENNYSON ROAD                                                                                        ,                                                            ,Hayward                                                     ,94544,Alameda                                                     ,37.63232               ,-122.0764
"CHAVEZ SUPERMARKET"                                                                                                                                                                                      ,24601 MISSION BLVD                                                                                             ,                                                            ,Hayward                                                     ,94544,Alameda                                                     ,37.66252               ,-122.0764
"CHAVEZ MEAT MARKET"                                                                                                                                                                                      ,775 ARGUELLO STREET                                                                                            ,                                                            ,Redwood City                                                ,94063,San Mateo                                                   ,37.48849               ,-122.2354
"CHAVEZ SUPERMARKET"                                                                                                                                                                                      ,3282 MIDDLEFIELD ROAD                                                                                          ,                                                            ,Menlo Park                                                  ,94025,San Mateo                                                   ,37.47074               ,-122.2034
"CHAVEZ SUPERMARKET"                                                                                                                                                                                      ,46 5TH AVENUE                                                                                                  ,                                                            ,Redwood City                                                ,94063,San Mateo                                                   ,37.46748               ,-122.2078
"CHAVEZ SUPERMARKET"                                                                                                                                                                                      ,500 SOUTH NORFOLK STREET                                                                                       ,                                                            ,San Mateo                                                   ,94401,San Mateo                                                   ,37.57113               ,-122.3104
"CHAVEZ SUPERMARKET"                                                                                                                                                                                      ,666 NORTH FAIR OAKS AVENUE                                                                                     ,                                                            ,Sunnyvale                                                   ,94085,Santa Clara                                                 ,37.39017               ,-122.0139
"CHAVEZ SUPERMARKET"                                                                                                                                                                                      ,2327 MCKEE ROAD                                                                                                ,                                                            ,San Jose                                                    ,95116,Santa Clara                                                 ,37.36719               ,-121.8504
"CHAVEZ SUPERMARKET"                                                                                                                                                                                      ,2670 MONTEREY ROAD                                                                                             ,                                                            ,San Jose                                                    ,95111,Santa Clara                                                 ,37.29579               ,-121.8519
"CHAVEZ SUPERMARKET"                                                                                                                                                                                      ,646 BLOSSOM HILL ROAD                                                                                          ,                                                            ,San Jose                                                    ,95123,Santa Clara                                                 ,37.24906               ,-121.8446
"CARNICERIA MONARCA #2"                                                                                                                                                                                   ,1200 SOUTH GREENWOOD AVENUE                                                                                    ,                                                            ,Montebello                                                  ,90640,Los Angeles                                                 ,33.99025               ,-118.1215
"LA PRINCESA MARKET #14"                                                                                                                                                                                  ,1424 FREEDOM BOULEVARD                                                                                         ,                                                            ,Watsonville                                                 ,95076,Santa Cruz                                                  ,36.92653               ,-121.7631
"SOLESKA MARKET"                                                                                                                                                                                          ,1305 WILLOW ROAD                                                                                               ,                                                            ,Menlo Park                                                  ,94025,San Mateo                                                   ,37.47644               ,-122.1531
"LAS MONTANAS SUPERMARKET"                                                                                                                                                                                ,1725 WILLOW PASS ROAD                                                                                          ,                                                            ,Concord                                                     ,94520,Contra Costa                                                ,37.97429               ,-122.0412
"DEL VALLE SUPERMERCADO"                                                                                                                                                                                  ,1651 MONUMENT BOULEVARD                                                                                        ,                                                            ,Concord                                                     ,94520,Contra Costa                                                ,37.95437               ,-122.0425
"EL PAISANO LA FAMILIA"                                                                                                                                                                                   ,3820 UNIVERSITY AVENUE                                                                                         ,                                                            ,San Diego                                                   ,92105,San Diego                                                   ,32.75016               ,-117.1116
"HILLTOP MARKET"                                                                                                                                                                                          ,1500 HILLTOP DRIVE                                                                                             ,                                                            ,Chula Vista                                                 ,91911,San Diego                                                   ,32.59968               ,-117.0519
"EL PUEBLO FOOD"                                                                                                                                                                                          ,315 BROADWAY STREET                                                                                            ,                                                            ,King City                                                   ,93930,Monterey                                                    ,36.21243               ,-121.1267
"RANCHO MARKET"                                                                                                                                                                                           ,1950 FRUITVALE AVE                                                                                             ,                                                            ,Oakland                                                     ,94601,Alameda                                                     ,37.78355               ,-122.2227
"TRANQUILLITY MARKET"                                                                                                                                                                                     ,5789 ANTHONY AVENUE                                                                                            ,                                                            ,Tranquillity                                                ,93668,Fresno                                                      ,36.6498                ,-120.2525
"EL PROVINCIANO"                                                                                                                                                                                          ,1808 W. CLINTON AVE                                                                                            ,                                                            ,Fresno                                                      ,93705,Fresno                                                      ,36.77216               ,-119.8327
"BELMONT MARKET"                                                                                                                                                                                          ,4492 E. BELMONT AVE                                                                                            ,                                                            ,Fresno                                                      ,93702,Fresno                                                      ,36.75024               ,-119.7501
"SUPER KING MARKET #2"                                                                                                                                                                                    ,2716 N. SAN FERNANDO RD                                                                                        ,                                                            ,Los Angeles                                                 ,90065,Los Angeles                                                 ,34.10963               ,-118.2431
"SUPER KING MARKET #3"                                                                                                                                                                                    ,2260 LINCOLN AVE                                                                                               ,                                                            ,Altadena                                                    ,91001,Los Angeles                                                 ,34.18477               ,-118.1592
"SUPER KING MARKET #4"                                                                                                                                                                                    ,436 AUTO CENTER DR                                                                                             ,                                                            ,Claremont                                                   ,91711,Los Angeles                                                 ,34.07986               ,-117.7214
"SUPER KING MARKET #6"                                                                                                                                                                                    ,7227 VAN NUYS BLVD                                                                                             ,                                                            ,Van Nuys                                                    ,91405,Los Angeles                                                 ,34.20228               ,-118.4506
"SUPER KING MARKET #5"                                                                                                                                                                                    ,19500 PLUMMER ST Suite C                                                                                       ,                                                            ,Northridge                                                  ,91324,Los Angeles                                                 ,34.2424                ,-118.5585
"SUPER KING MARKET #7"                                                                                                                                                                                    ,2741 W. MACARTHUR BLVD                                                                                         ,                                                            ,Santa Ana                                                   ,92704,Orange                                                      ,33.70128               ,-117.9059
"MAIN CENTRAL MARKET"                                                                                                                                                                                     ,822 W MAIN ST                                                                                                  ,                                                            ,Santa Maria                                                 ,93458,Santa Barbara                                               ,34.95294               ,-120.4462
"ASIA SUPERMARKET"                                                                                                                                                                                        ,4818 E. TULARE ST.                                                                                             ,                                                            ,Fresno                                                      ,93727,Fresno                                                      ,36.74369               ,-119.681
"BINDI FOOD MART #3"                                                                                                                                                                                      ,11025 VIOLETA STREET                                                                                           ,                                                            ,Ventura                                                     ,93004,Ventura                                                     ,34.28347               ,-119.1501
"MT & H FOOD MARKET"                                                                                                                                                                                      ,196 W HIGHLAND AVE                                                                                             ,                                                            ,San Bernardino                                              ,92405,San Bernardino                                              ,34.13621               ,-117.287
"U-SAVE MARKET"                                                                                                                                                                                           ,443 SOUTH CALIFORNIA STREET                                                                                    ,                                                            ,Stockton                                                    ,95203,San Joaquin                                                 ,37.94883               ,-121.2835
"EUCLID MARKET"                                                                                                                                                                                           ,603 W EUCLID AVE                                                                                               ,                                                            ,El Centro                                                   ,92243,Imperial                                                    ,32.79807               ,-115.5573
"LITTLE KIDS NUTRITION"                                                                                                                                                                                   ,1021 N SANTA FE AVE STE B                                                                                      ,                                                            ,Vista                                                       ,92084,San Diego                                                   ,33.21346               ,-117.2445
"LITTLE KIDS NUTRITION/FISH MARKET"                                                                                                                                                                       ,1078 E. VISTA WAY                                                                                              ,                                                            ,Vista                                                       ,92084,San Diego                                                   ,33.21434               ,-117.2291
"A & G MARKET"                                                                                                                                                                                            ,1849 E 21ST ST                                                                                                 ,                                                            ,Oakland                                                     ,94606,Alameda                                                     ,37.79148               ,-122.2366
"LA SUPERIOR MERCADOS"                                                                                                                                                                                    ,34 W COURT ST                                                                                                  ,                                                            ,Woodland                                                    ,95695,Yolo                                                        ,38.68011               ,-121.7857
"LEE'S MERCED COMMUNITY FOOD MARKET"                                                                                                                                                                      ,37 E 15TH STreet                                                                                               ,                                                            ,Merced                                                      ,95340,Merced                                                      ,37.29647               ,-120.4766
"LEW'S MARKET"                                                                                                                                                                                            ,3302 IMPERIAL AVE                                                                                              ,                                                            ,San Diego                                                   ,92102,San Diego                                                   ,32.70709               ,-117.1224
"LA SUPERIOR SUPERMERCADOS"                                                                                                                                                                               ,5731 HILLSDALE BLVD                                                                                            ,                                                            ,Sacramento                                                  ,95842,Sacramento                                                  ,38.67262               ,-121.3585
"LA SUPERIOR MERCADOS"                                                                                                                                                                                    ,2941 RAILROAD AVENUE                                                                                           ,                                                            ,Pittsburg                                                   ,94565,Contra Costa                                                ,38.00916               ,-121.891
"GARCIA'S FAMILY MARKET"                                                                                                                                                                                  ,5013 YOSEMITE BLVD                                                                                             ,                                                            ,Empire                                                      ,95319,Stanislaus                                                  ,37.63858               ,-120.9018
"SADDLEBACK MARKET"                                                                                                                                                                                       ,17051 EAST AVENUE O                                                                                            ,                                                            ,Palmdale                                                    ,93591,Los Angeles                                                 ,34.61683               ,-117.8265
"UNITED MARKET"                                                                                                                                                                                           ,1665 E. EL MONTE WAY                                                                                           ,                                                            ,Dinuba                                                      ,93618,Tulare                                                      ,36.5465                ,-119.3772
